tweet,clean_tweet,clean_tweet_singkatan
"@regar_op0sisi @jokowi Ramai Isu Ijazah Palsu Presiden RI ke-7, Roy Suryo Ungkap Sosok Ini di Foto yang Dinilai Bukan Jokowi

https://t.co/sEu3eTVh8N",ramai isu ijazah palsu presiden ri ke 7 roy suryo ungkap sosok ini di foto yang nilai bukan jokowi,ramai isu ijazah palsu presiden ri ke 7 roy suryo ungkap sosok ini di foto yang nilai bukan jokowi
"Ramai Isu Ijazah Palsu Presiden RI ke-7, Roy Suryo Ungkap Sosok Ini di Foto yang Dinilai Bukan Jokowi

https://t.co/sEu3eTVOYl",ramai isu ijazah palsu presiden ri ke 7 roy suryo ungkap sosok ini di foto yang nilai bukan jokowi,ramai isu ijazah palsu presiden ri ke 7 roy suryo ungkap sosok ini di foto yang nilai bukan jokowi
"Mantan Presiden RI Joko Widodo mmempertimbangkan akan melaporkan pihak-pihak yang membuat tuduhan ijazah palsu.

https://t.co/ds9rdYQva0

#suaramerdeka #suaramerdekacom #suaramerdekanetwork #jokowi #jokowidodo #ijazahpalsu #polisi #tpua #ugm https://t.co/NWfqpynJ83",mantan presiden ri joko widodo mmempertimbangkan akan lapor pihak pihak yang buat tuduh ijazah palsu,mantan presiden ri joko widodo mmempertimbangkan akan lapor pihak pihak yang buat tuduh ijazah palsu
"Jika Terbukti IJAZAH PALSU, Jokowi Terancam Pengembalian Fasilitas Negara dan Pembatalan Hak, Fasilitas dan Tunjangan Pensiun Presiden.

Enak banget muncungnya yang lancip itu bilang tak ada kewajiban tunjukan Ijazah Asli….!!!

Heeyyy TOLOL, kau 10 tahun makan gaji Presiden dan fasilitasnya dari uang rakyat, begitu pula 2 tahun gubernur DKI dan 7 tahun Walikota Solo, total 19 tahun kau berak dari semua yg kau makan dari rakyat, termasuk pensiun kau, itu semua kau dapat karena IJAZAH yang kau gunakan sebagai syaratnya, kau paham tidak TOLOL…!!!",jika bukti ijazah palsu jokowi ancam kembali fasilitas negara dan batal hak fasilitas dan tunjang pensiun presiden enak banget muncungnya yang lancip itu bilang tak ada wajib tunjuk ijazah asli heeyyy tolol kau 10 tahun makan gaji presiden dan fasilitas dari uang rakyat begitu pula 2 tahun gubernur dki dan 7 tahun walikota solo total 19 tahun kau berak dari semua yg kau makan dari rakyat masuk pensiun kau itu semua kau dapat karena ijazah yang kau guna bagai syarat kau paham tidak tolol,jika bukti ijazah palsu jokowi ancam kembali fasilitas negara dan batal hak fasilitas dan tunjang pensiun presiden enak banget muncungnya yang lancip itu bilang tak ada wajib tunjuk ijazah asli heeyyy tolol kau 10 tahun makan gaji presiden dan fasilitas dari uang rakyat begitu pula 2 tahun gubernur dki dan 7 tahun walikota solo total 19 tahun kau berak dari semua yg kau makan dari rakyat masuk pensiun kau itu semua kau dapat karena ijazah yang kau guna bagai syarat kau paham tidak tolol
"Polemik Tuduhan Ijazah Palsu Presiden Jokowi belum berakhir 

#Jokowi 

https://t.co/u3fnKgK8wa",polemik tuduh ijazah palsu presiden jokowi belum akhir,polemik tuduh ijazah palsu presiden jokowi belum akhir
"@Anak__Ogi Ijazah aja yg jadi soal. Kurang kerjaan bener. Orang dah prnah jadi walikota sampai presiden kok lu yg sibuk. Gobloknya kaummu itu, ga tau fakta tapi merasa yakin ijasah itu palsu. Seperti Jokowi, saya jg ga bakalan nunjukin ijazah kok walau didemo berjilid2 kayak hari AHOK 212.",ijazah aja yg jadi soal kurang kerja bener orang dah prnah jadi walikota sampai presiden kok lu yg sibuk goblok kaum itu ga tau fakta tapi rasa yakin ijasah itu palsu seperti jokowi saya jg ga bakal nunjukin ijazah kok walau demo berjilid2 kayak hari ahok 212,ijazah saja yang jadi soal kurang kerja bener orang dah pernah jadi walikota sampai presiden kok lu yang sibuk goblok kaum itu gak tau fakta tapi rasa yakin ijasah itu palsu seperti jokowi saya juga gak bakal nunjukin ijazah kok walau demo berjilid kayak hari ahok 212
"@CNNIndonesia Ternaknya Jokowi pada tdak tahu atau otaknya udah kebalik. Ijazah seorang mantan presiden itu penting, jika palsu berarti pembohongan publik. Dan akan terus terjadi jika dibiarkan.",ternak jokowi pada tdak tahu atau otak udah balik ijazah orang mantan presiden itu penting jika palsu arti bohong publik dan akan terus jadi jika biar,ternak jokowi pada tdak tahu atau otak udah balik ijazah orang mantan presiden itu penting jika palsu arti bohong publik dan akan terus jadi jika biar
"Presiden ke-7 RI Joko Widodo (Jokowi) menegaskan tidak memiliki kewajiban untuk menunjukkan ijazah ke Tim Pembela Ulama dan Aktivis (TPUA). Jokowi juga mengatakan akan menempuh jalur hukum terhadap pencemaran nama baik dan fitnah yang ditujukan kepadanya terkait ijazah palsu

#Jokowi #JokoWidodo #Ijazah #UGM #TPUA #MetroTV",presiden ke 7 ri joko widodo jokowi tegas tidak milik wajib untuk tunjuk ijazah ke tim bela ulama dan aktivis tpua jokowi juga kata akan tempuh jalur hukum hadap cemar nama baik dan fitnah yang tuju kepada kait ijazah palsu,presiden ke 7 ri joko widodo jokowi tegas tidak milik wajib untuk tunjuk ijazah ke tim bela ulama dan aktivis tpua jokowi juga kata akan tempuh jalur hukum hadap cemar nama baik dan fitnah yang tuju kepada kait ijazah palsu
"Tidak ada bukti kuat bahwa Presiden Jokowi berbohong tentang ijazahnya. Universitas Gadjah Mada (UGM) telah mengonfirmasi keaslian ijazah sarjana kehutanan Jokowi tahun 1985. Jokowi menolak tuduhan palsu, menyebutnya fitnah tanpa dasar, dan tim hukumnya sedang menangani gugatan. Namun, beberapa aktivis dan individu, seperti Roy Suryo, mempertanyakan keaslian karena dugaan inkonsistensi, seperti jenis font. Meski demikian, UGM tetap pada verifikasi resminya. Kontroversi ini masih berlanjut di pengadilan dan publik, tetapi bukti saat ini mendukung keaslian ijazah Jokowi. https://t.co/pqlzSn9qEN",tidak ada bukti kuat bahwa presiden jokowi bohong tentang ijazah universitas gadjah mada ugm telah konfirmasi asli ijazah sarjana hutan jokowi tahun 1985 jokowi tolak tuduh palsu sebut fitnah tanpa dasar dan tim hukum sedang tangan gugat namun beberapa aktivis dan individu seperti roy suryo tanya asli karena duga inkonsistensi seperti jenis font meski demikian ugm tetap pada verifikasi resmi kontroversi ini masih lanjut di adil dan publik tetapi bukti saat ini dukung asli ijazah jokowi,tidak ada bukti kuat bahwa presiden jokowi bohong tentang ijazah universitas gadjah mada ugm telah konfirmasi asli ijazah sarjana hutan jokowi tahun 1985 jokowi tolak tuduh palsu sebut fitnah tanpa dasar dan tim hukum sedang tangan gugat namun beberapa aktivis dan individu seperti roy suryo tanya asli karena duga inkonsistensi seperti jenis font meski demikian ugm tetap pada verifikasi resmi kontroversi ini masih lanjut di adil dan publik tetapi bukti saat ini dukung asli ijazah jokowi
"@KompasTV Woi goblok asu partai banteng, sejak jokowi jd walkot, gubernur, presiden kenapa lu diam aja kalau ijazah beliau palsu? Kenapa saat sudah beda jalur baru kalian koar"".  Dasar binatang jahannam",woi goblok asu partai banteng sejak jokowi jd walkot gubernur presiden kenapa lu diam aja kalau ijazah beliau palsu kenapa saat sudah beda jalur baru kalian koar dasar binatang jahannam,woi goblok asu partai banteng sejak jokowi jadi walkot gubernur presiden kenapa lu diam saja kalau ijazah beliau palsu kenapa saat sudah beda jalur baru kalian koar dasar binatang jahannam
"Heboh Ijazah Palsu Jokowi! Roy Suryo Bongkar Sosok di Foto, Bukan Presiden RI ke-7?
https://t.co/4hzKrr36oe",heboh ijazah palsu jokowi roy suryo bongkar sosok di foto bukan presiden ri ke 7,heboh ijazah palsu jokowi roy suryo bongkar sosok di foto bukan presiden ri ke 7
"Universitas Gadjah Mada (UGM) telah memberikan klarifikasi resmi terkait tuduhan bahwa ijazah dan skripsi mantan Presiden Joko Widodo (Jokowi) palsu. Berikut poin-poin utama penjelasan UGM:

Keaslian Ijazah dan Skripsi

Kontroversi Font Times New Roman

Nomor Seri Ijazah

Tanggapan terhadap Tuduhan

Meski UGM telah memberikan penjelasan rinci, opini publik di media sosial, seperti pada platform X, masih terbagi. Beberapa pengguna mendukung klarifikasi UGM, sementara yang lain tetap skeptis, bahkan meminta penjelasan lebih lanjut tentang isi skripsi.

Penjelasan UGM didasarkan pada fakta akademik dan dokumen, tetapi persepsi publik dipengaruhi oleh narasi yang berkembang di media sosial.",universitas gadjah mada ugm telah beri klarifikasi resmi kait tuduh bahwa ijazah dan skripsi mantan presiden joko widodo jokowi palsu ikut poin poin utama jelas ugm asli ijazah dan skripsi kontroversi font times new roman nomor seri ijazah tanggap hadap tuduh meski ugm telah beri jelas rinci opini publik di media sosial seperti pada platform x masih bagi beberapa guna dukung klarifikasi ugm sementara yang lain tetap skeptis bahkan minta jelas lebih lanjut tentang isi skripsi jelas ugm dasar pada fakta akademik dan dokumen tetapi persepsi publik pengaruh oleh narasi yang kembang di media sosial,universitas gadjah mada ugm telah beri klarifikasi resmi kait tuduh bahwa ijazah dan skripsi mantan presiden joko widodo jokowi palsu ikut poin poin utama jelas ugm asli ijazah dan skripsi kontroversi font times new roman nomor seri ijazah tanggap hadap tuduh meski ugm telah beri jelas rinci opini publik di media sosial seperti pada platform x masih bagi beberapa guna dukung klarifikasi ugm sementara yang lain tetap skeptis bahkan minta jelas lebih lanjut tentang isi skripsi jelas ugm dasar pada fakta akademik dan dokumen tetapi persepsi publik pengaruh oleh narasi yang kembang di media sosial
"Universitas Gadjah Mada (UGM) telah memberikan klarifikasi resmi terkait tuduhan bahwa ijazah dan skripsi mantan Presiden Joko Widodo (Jokowi) palsu. Berikut poin-poin utama penjelasan UGM:

Keaslian Ijazah dan Skripsi

Kontroversi Font Times New Roman

Nomor Seri Ijazah

Tanggapan terhadap Tuduhan

Meski UGM telah memberikan penjelasan rinci, opini publik di media sosial, seperti pada platform X, masih terbagi. Beberapa pengguna mendukung klarifikasi UGM, sementara yang lain tetap skeptis, bahkan meminta penjelasan lebih lanjut tentang isi skripsi.

Penjelasan UGM didasarkan pada fakta akademik dan dokumen, tetapi persepsi publik dipengaruhi oleh narasi yang berkembang di media sosial.",universitas gadjah mada ugm telah beri klarifikasi resmi kait tuduh bahwa ijazah dan skripsi mantan presiden joko widodo jokowi palsu ikut poin poin utama jelas ugm asli ijazah dan skripsi kontroversi font times new roman nomor seri ijazah tanggap hadap tuduh meski ugm telah beri jelas rinci opini publik di media sosial seperti pada platform x masih bagi beberapa guna dukung klarifikasi ugm sementara yang lain tetap skeptis bahkan minta jelas lebih lanjut tentang isi skripsi jelas ugm dasar pada fakta akademik dan dokumen tetapi persepsi publik pengaruh oleh narasi yang kembang di media sosial,universitas gadjah mada ugm telah beri klarifikasi resmi kait tuduh bahwa ijazah dan skripsi mantan presiden joko widodo jokowi palsu ikut poin poin utama jelas ugm asli ijazah dan skripsi kontroversi font times new roman nomor seri ijazah tanggap hadap tuduh meski ugm telah beri jelas rinci opini publik di media sosial seperti pada platform x masih bagi beberapa guna dukung klarifikasi ugm sementara yang lain tetap skeptis bahkan minta jelas lebih lanjut tentang isi skripsi jelas ugm dasar pada fakta akademik dan dokumen tetapi persepsi publik pengaruh oleh narasi yang kembang di media sosial
"@kompascom Lawan Jokowi mulai dari pencalonan dari Partai, sd 2x jadi walkot, 1x gub &amp; 2× jadi presiden, bukan org² bodoh, tapi org² yg berkuasa pintar &amp; berjaringan luas, jd klw jokowi memakai ijazah palsu, pasti sdh terungkap dr dulu,
😴",lawan jokowi mulai dari calon dari partai sd 2x jadi walkot 1x gub 2x jadi presiden bukan org2 bodoh tapi org2 yg kuasa pintar jaring luas jd klw jokowi pakai ijazah palsu pasti sdh ungkap dr dulu,lawan jokowi mulai dari calon dari partai sd 2x jadi walkot 1x gubernur 2x jadi presiden bukan orang bodoh tapi orang yang kuasa pintar jaring luas jadi kalau jokowi pakai ijazah palsu pasti sudah ungkap dari dulu
"@IndarPuput93900 @CNNIndonesia Korban akan ada terus bosqu. Yg bs kita lakukan adalah meminimalisir korban. Kalau ijazah Jokowi terbukti palsu, yakin presiden berikutnya ga curang? 
Hujan bakal selalu datang. Ya kali protes hujan datang.",korban akan ada terus bosqu yg bs kita laku adalah meminimalisir korban kalau ijazah jokowi bukti palsu yakin presiden ikut ga curang hujan bakal selalu datang ya kali protes hujan datang,korban akan ada terus yangg bisa kita lakukan adalah meminimalisir korban kalau ijazah jokowi bukti palsu yakin presiden ikut gak curang hujan bakal selalu datang ya kali protes hujan datang
@Franken_blues Ributin ijazah palsu mulu. Kalo emang bener pak jokowi ga punya ijazah kenapa. Kan udah jadi presiden 2x,ributin ijazah palsu mulu kalo emang bener pak jokowi ga punya ijazah kenapa kan udah jadi presiden 2x,ributin ijazah palsu mulu kalo emang bener pak jokowi gak punya ijazah kenapa kan udah jadi presiden 2x
"Mahfud MD Sebut Jokowi 'Tetap Sah' Jadi Presiden Meskipun Ijazah Terbukti Palsu, Kok Bisa?
https://t.co/u9b47h3Rnk",mahfud md sebut jokowi tetap sah jadi presiden meski ijazah bukti palsu kok bisa,mahfud md sebut jokowi tetap sah jadi presiden meski ijazah bukti palsu kok bisa
"@bumnbersatu @jokowi Kita sebagai warga negara Indonesia makin bingung melihat situasi skrg ini, terutama masalah ijazah palsu dr mantan presiden. Sekelas @UGMYogyakarta bisa melakukan pemalsuan ijazah demi melindungi 1 org mantan ya ??",kita bagai warga negara indonesia makin bingung lihat situasi skrg ini utama masalah ijazah palsu dr mantan presiden kelas bisa laku palsu ijazah demi lindung 1 org mantan ya,kita bagai warga negara indonesia makin bingung lihat situasi sekarang ini utama masalah ijazah palsu dari mantan presiden kelas bisa laku palsu ijazah demi lindung 1 orang mantan ya
"Gue bukan pendukung Jokowi. Tp ilfeel bgt sama yg bahas ttg ijazah palsu disaat dia bahkan udah gak menjabat lagi jadi Presiden.

Kayak… what’s the purpose 🤦‍♀️ Dia dipenjara gegara itu pun gaada gunanya buat keberlangsungan negara ini. Bisa gaksi stop bahas hal2 aneh",gue bukan dukung jokowi tp ilfeel bgt sama yg bahas ttg ijazah palsu saat dia bahkan udah gak jabat lagi jadi presiden kayak what s the purpose dia penjara gegara itu pun gaada guna buat langsung negara ini bisa gaksi stop bahas hal2 aneh,gue bukan dukung jokowi tapi ilfeel banget sama yangg bahas tentang ijazah palsu saat dia bahkan udah gak jabat lagi jadi presiden kayak what s the purpose dia penjara gegara itu pun gaada guna buat langsung negara ini bisa gaksi stop bahas hal aneh
"@DokterTifa Apa urusanmu nanyain ijazah orang lain ?
Buktikan sendiri dan paparkan keaslian ijazahmu.
Kalau kau pakai OTAKMU, Jokowi itu dah 2 X jadi Walikota, 1 X jadi Gubernur dan 2 X jadi Presiden.
Memangnya bisa jadi Presiden RI pakai ijazah palsu ?",apa urus nanyain ijazah orang lain bukti sendiri dan papar asli ijazah kalau kau pakai otak jokowi itu dah 2 x jadi walikota 1 x jadi gubernur dan 2 x jadi presiden memang bisa jadi presiden ri pakai ijazah palsu,apa urus nanyain ijazah orang lain bukti sendiri dan papar asli ijazah kalau kau pakai otak jokowi itu dah 2 x jadi walikota 1 x jadi gubernur dan 2 x jadi presiden memang bisa jadi presiden ri pakai ijazah palsu
"@DarsAlexandra1 Dia ditanya wartawan ttg isu ijazah palsu jokowi, dia jwb itu udah jelas asli sejak nyalon walkot sampe presiden kan sdh dicek. Itu org cari sensasi aja. Dmn ultimatumnya ?? 
🤣🤣",dia tanya wartawan ttg isu ijazah palsu jokowi dia jwb itu udah jelas asli sejak nyalon walkot sampe presiden kan sdh cek itu org cari sensasi aja dmn ultimatum,dia tanya wartawan tentang isu ijazah palsu jokowi dia jawab itu udah jelas asli sejak nyalon walkot sampe presiden kan sudah cek itu orang cari sensasi saja dimana ultimatum
@LagiBeTeAjj @jokowi Berarti SDH jelas Jokowi SDH menipu dan berbohong sama rakyat dg ijazah palsu jadi walaupun SDH tdk jadi presiden tetap harus diungkap dan diproses hukum apalagi in pemimpin rakyat Indonesia demi kedepannya jangan sampe terjadi seperti ini,arti sdh jelas jokowi sdh tipu dan bohong sama rakyat dg ijazah palsu jadi walaupun sdh tdk jadi presiden tetap harus ungkap dan proses hukum apalagi in pimpin rakyat indonesia demi depan jangan sampe jadi seperti ini,arti sudah jelas jokowi sudah tipu dan bohong sama rakyat dengan ijazah palsu jadi walaupun sudah tidak jadi presiden tetap harus ungkap dan proses hukum apalagi in pimpin rakyat indonesia demi depan jangan sampe jadi seperti ini
"Presiden ke-7 RI Joko Widodo (Jokowi) menerima kedatangan massa dari Tim Pembela Ulama dan Aktivis (TPUA) di kediamannya terkait polemik ijazah palsu......
#Jokowi 
#TPUA
#Ijazah 

https://t.co/ePEvH6N5wu",presiden ke 7 ri joko widodo jokowi terima datang massa dari tim bela ulama dan aktivis tpua di diam kait polemik ijazah palsu,presiden ke 7 ri joko widodo jokowi terima datang massa dari tim bela ulama dan aktivis tpua di diam kait polemik ijazah palsu
Presiden Jokowi Terima Perwakilan Aksi Ijazah Palsu di Solo: Suasana Damai dan Penuh Kesopanan https://t.co/PfMiGhfR5e,presiden jokowi terima wakil aksi ijazah palsu di solo suasana damai dan penuh sopan,presiden jokowi terima wakil aksi ijazah palsu di solo suasana damai dan penuh sopan
Presiden Jokowi Terima Perwakilan Aksi Ijazah Palsu di Solo: Suasana Damai dan Penuh Kesopanan https://t.co/PfMiGhfR5e,presiden jokowi terima wakil aksi ijazah palsu di solo suasana damai dan penuh sopan,presiden jokowi terima wakil aksi ijazah palsu di solo suasana damai dan penuh sopan
"Satu per satu massa mulai berdatangan ke rumah pribadi Jokowi. Hal ini berkaitan dengan isu ijazah palsu, namun hal ini sudah dibantah dari UGM yang memastikan ijazah Jokowi adalah asli.
#beritaterkini #news #fypage #gemadika #viralvideo #indonesia #jokowi #ijazah #presiden https://t.co/xnGSp3Oz8U",satu per satu massa mulai datang ke rumah pribadi jokowi hal ini kait dengan isu ijazah palsu namun hal ini sudah ban dari ugm yang pasti ijazah jokowi adalah asli,satu per satu massa mulai datang ke rumah pribadi jokowi hal ini kait dengan isu ijazah palsu namun hal ini sudah ban dari ugm yang pasti ijazah jokowi adalah asli
"Universitas Gadjah Mada telah mengkonfirmasi bahwa Presiden Joko Widodo lulus dari Fakultas Kehutanan pada tahun 1985, membantah klaim ijazah palsu. Tuduhan ini berasal dari Rismon Hasiholan Sianipar, namun UGM menegaskan keabsahan dokumen Jokowi. Beberapa unggahan di X menunjukkan keterlibatan pendukung Anies Baswedan dalam menyebarkan klaim ini, kemungkinan bermotif politik pasca-pemilu 2024. Meski demikian, bukti kuat mendukung keaslian ijazah Jokowi, dan kontroversi ini mencerminkan polarisasi di media sosial.",universitas gadjah mada telah konfirmasi bahwa presiden joko widodo lulus dari fakultas hutan pada tahun 1985 ban klaim ijazah palsu tuduh ini asal dari rismon hasiholan sianipar namun ugm tegas absah dokumen jokowi beberapa unggah di x tunjuk libat dukung anies baswedan dalam sebar klaim ini mungkin motif politik pasca milu 2024 meski demikian bukti kuat dukung asli ijazah jokowi dan kontroversi ini cermin polarisasi di media sosial,universitas gadjah mada telah konfirmasi bahwa presiden joko widodo lulus dari fakultas hutan pada tahun 1985 ban klaim ijazah palsu tuduh ini asal dari rismon hasiholan sianipar namun ugm tegas absah dokumen jokowi beberapa unggah di x tunjuk libat dukung anies baswedan dalam sebar klaim ini mungkin motif politik pasca milu 2024 meski demikian bukti kuat dukung asli ijazah jokowi dan kontroversi ini cermin polarisasi di media sosial
"Isu mengenai dugaan ijazah palsu Presiden ke-7 Republik Indonesia (RI) Joko Widodo (Jokowi) kembali menjadi sorotan publik.

Namun, menurut pakar hukum tata negara Mahfud MD, seluruh kebijakan dan keputusan yang dibuat Jokowi selama menjabat sebagai Presiden RI tetap sah secara hukum, meskipun nantinya dugaan tersebut terbukti benar.

Mahfud menyampaikan pandangan hukumnya dalam siniar Terus Terang yang tayang di kanal YouTube Mahfud MD Official pada Rabu (16/4/2025).

Ia menyatakan bahwa dalam hukum administrasi negara, ada prinsip asas kepastian hukum yang menjamin legalitas keputusan pejabat negara sepanjang telah ditetapkan secara sah.

“Yang lebih gila lagi kan katanya, ini kalau terbukti ijazah Jokowi ini palsu, seluruh keputusannya selama menjadi Presiden batal, itu salah,” kata Mahfud seperti dikutip Kompas.

Ia menegaskan, keputusan presiden yang sah tidak serta-merta gugur hanya karena persoalan administratif di masa pencalonan.

Hukum Lindungi Keputusan Negara

Mahfud menjelaskan bahwa pembatalan keputusan negara tidak bisa dilakukan begitu saja meski ada ketidaksesuaian administratif dalam proses pencalonan.

Ia mengingatkan bahwa kontrak-kontrak besar dengan pihak internasional tidak bisa tiba-tiba dianggap batal karena alasan ijazah.

“Asas kepastian hukum itu keputusan yang sudah (mengikat). Nanti ada perhitungan ganti rugi. Bukan ke orang yang misalnya ya Pak Jokowi terbukti ijazahnya tidak sah.”

“Lalu kontrak-kontrak dengan luar negeri, dengan perusahaan-perusahaan apa itu dan sebagainya itu batal, tidak bisa. Bisa dituntut kita secara internasional,” jelas Mahfud.

Mahfud juga mengaitkan situasi ini dengan sejarah perjuangan Presiden Soekarno yang melawan konstitusi Belanda demi kemerdekaan Indonesia.

Ia menekankan bahwa legitimasi seorang pemimpin juga diperkuat oleh mandat rakyat.

Naskah: Fidelis
Cover | Admin: Zulfyan | Sephia

Saat ini Garuda TV dapat disaksikan di IndiHome by Telkomsel Channel 111!

Live & Streaming juga tersedia di:
https://t.co/8OYe9W7AgR | YouTube Garuda TV | Aplikasi Vidio

#GarudaTV #Laporan8 #viral #MahfudMD #Ijazah #Ijazahpalsu #Jokowi #hukumtatanegara",isu kena duga ijazah palsu presiden ke 7 republik indonesia ri joko widodo jokowi kembali jadi sorot publik namun turut pakar hukum tata negara mahfud md seluruh bijak dan putus yang buat jokowi lama jabat bagai presiden ri tetap sah cara hukum meski nanti duga sebut bukti benar mahfud sampai pandang hukum dalam siar terus terang yang tayang di kanal youtube mahfud md official pada rabu 16 4 2025 ia nyata bahwa dalam hukum administrasi negara ada prinsip asas pasti hukum yang jamin legalitas putus jabat negara panjang telah tetap cara sah yang lebih gila lagi kan kata ini kalau bukti ijazah jokowi ini palsu seluruh putus lama jadi presiden batal itu salah kata mahfud seperti kutip kompas ia tegas putus presiden yang sah tidak serta merta gugur hanya karena soal administratif di masa calon hukum lindung putus negara mahfud jelas bahwa batal putus negara tidak bisa laku begitu saja meski ada ketidaksesuaian administratif dalam proses calon ia ingat bahwa kontrak kontrak besar dengan pihak internasional tidak bisa tiba tiba anggap batal karena alas ijazah asas pasti hukum itu putus yang sudah ikat nanti ada hitung ganti rugi bukan ke orang yang misal ya pak jokowi bukti ijazah tidak sah lalu kontrak kontrak dengan luar negeri dengan usaha usaha apa itu dan bagai itu batal tidak bisa bisa tuntut kita cara internasional jelas mahfud mahfud juga kait situasi ini dengan sejarah juang presiden soekarno yang lawan konstitusi belanda demi merdeka indonesia ia tekan bahwa legitimasi orang pimpin juga kuat oleh mandat rakyat naskah fidelis cover admin zulfyan sephia saat ini garuda tv dapat saksi di indihome by telkomsel channel 111 live streaming juga sedia di youtube garuda tv aplikasi vidio,isu kena duga ijazah palsu presiden ke 7 republik indonesia ri joko widodo jokowi kembali jadi sorot publik namun turut pakar hukum tata negara mahfud md seluruh bijak dan putus yang buat jokowi lama jabat bagai presiden ri tetap sah cara hukum meski nanti duga sebut bukti benar mahfud sampai pandang hukum dalam siar terus terang yang tayang di kanal youtube mahfud md official pada rabu 16 4 2025 ia nyata bahwa dalam hukum administrasi negara ada prinsip asas pasti hukum yang jamin legalitas putus jabat negara panjang telah tetap cara sah yang lebih gila lagi kan kata ini kalau bukti ijazah jokowi ini palsu seluruh putus lama jadi presiden batal itu salah kata mahfud seperti kutip kompas ia tegas putus presiden yang sah tidak serta merta gugur hanya karena soal administratif di masa calon hukum lindung putus negara mahfud jelas bahwa batal putus negara tidak bisa laku begitu saja meski ada ketidaksesuaian administratif dalam proses calon ia ingat bahwa kontrak kontrak besar dengan pihak internasional tidak bisa tiba tiba anggap batal karena alas ijazah asas pasti hukum itu putus yang sudah ikat nanti ada hitung ganti rugi bukan ke orang yang misal ya pak jokowi bukti ijazah tidak sah lalu kontrak kontrak dengan luar negeri dengan usaha usaha apa itu dan bagai itu batal tidak bisa bisa tuntut kita cara internasional jelas mahfud mahfud juga kait situasi ini dengan sejarah juang presiden soekarno yang lawan konstitusi belanda demi merdeka indonesia ia tekan bahwa legitimasi orang pimpin juga kuat oleh mandat rakyat naskah fidelis cover admin zulfyan sephia saat ini garuda tv dapat saksi di indihome by telkomsel channel 111 live streaming juga sedia di youtube garuda tv aplikasi vidio
"@Boediantar4 berapa besar dampak hanya karna ijazah
kalau emang itu benaran palsu , berarti selama ia menjabat selalu ada orang di belakangnya yang memulus kan semua jalan beliau
yang harus di cerna juga , siapa orang di belakang pak jokowi selama menjabat sebelum beliu jadi presiden RI",berapa besar dampak hanya karna ijazah kalau emang itu benar palsu arti lama ia jabat selalu ada orang di belakang yang mulus kan semua jalan beliau yang harus di cerna juga siapa orang di belakang pak jokowi lama jabat belum beliu jadi presiden ri,berapa besar dampak hanya karna ijazah kalau emang itu benar palsu arti lama ia jabat selalu ada orang di belakang yang mulus kan semua jalan beliau yang harus di cerna juga siapa orang di belakang pak jokowi lama jabat belum beliu jadi presiden ri
"Presiden ke-7 RI Joko Widodo (Jokowi) akan ambil jalur hukum terkait tudingan ijazah kuliahnya yang diklaim palsu oleh banyak pihak. 

Menurutnya, sudah terlalu banyak fitnah tersebar di kalangan masyarakat mengenai validitas kelulusannya dari Universitas Gadjah Mada (UGM).
.
Siti Aisah Nurhalida Musthafa/PRMN
.
Selengkapnya di https://t.co/ziEJ827QAb
.
#polisi #ijazahpalsu #Jokowi #laporan #fitnah",presiden ke 7 ri joko widodo jokowi akan ambil jalur hukum kait tuding ijazah kuliah yang klaim palsu oleh banyak pihak turut sudah terlalu banyak fitnah sebar di kalang masyarakat kena validitas kelulus dari universitas gadjah mada ugm siti aisah nurhalida musthafa prmn lengkap di,presiden ke 7 ri joko widodo jokowi akan ambil jalur hukum kait tuding ijazah kuliah yang klaim palsu oleh banyak pihak turut sudah terlalu banyak fitnah sebar di kalang masyarakat kena validitas kelulus dari universitas gadjah mada ugm siti aisah nurhalida musthafa prmn lengkap di
@yaniarsim @SianiparRismon @jokowi Jd gimana nih. Apakah sdh bisa dan sah  klo dibilang Jkw jd presiden pakai ijazah palsu.,jd gimana nih apakah sdh bisa dan sah klo bilang jkw jd presiden pakai ijazah palsu,jadi gimana nih apakah sudah bisa dan sah kalau bilang jokowi jadi presiden pakai ijazah palsu
